storeID,productID,date,isSales,newPrice
1,29,2018-08-05,0,5.61
1,29,2019-02-26,0,4.6
1,29,2019-08-07,1,8.94
1,30,2018-01-01,0,1.94
1,30,2018-09-21,1,1.43
1,30,2018-05-25,0,1.5
1,30,2018-11-27,0,1.87
1,30,2019-06-17,1,2.0
1,30,2019-09-28,1,1.9
1,30,2019-02-23,0,1.71
1,30,2018-02-09,0,2.12
1,30,2019-06-24,0,1.51
1,30,2019-08-14,1,1.08
1,31,2018-01-01,0,1.97
1,31,2018-01-15,1,2.13
1,31,2019-08-09,1,1.99
1,31,2018-02-15,0,2.12
1,31,2019-01-28,0,1.53
1,32,2018-01-01,1,3.49
1,32,2018-10-07,1,4.11
1,32,2020-04-17,1,3.42
1,32,2019-01-26,0,4.24
1,33,2018-01-01,0,3.0
1,33,2019-10-12,0,2.42
1,33,2018-11-05,0,2.05
1,33,2020-03-13,0,2.99
1,33,2020-01-06,1,2.2
1,34,2018-01-01,0,2.71
1,34,2018-03-08,0,3.09
1,34,2018-07-15,0,2.32
1,34,2018-09-26,0,2.69
1,34,2019-01-08,0,3.02
1,35,2018-01-01,0,4.22
1,35,2019-03-12,0,3.41
1,35,2019-10-05,0,2.44
1,35,2018-03-15,0,4.36
1,35,2019-04-12,0,3.52
1,35,2019-04-28,0,3.6
1,35,2019-08-03,0,3.61
1,35,2018-10-30,0,2.73
1,35,2018-12-21,0,3.22
1,35,2018-02-02,0,3.07
1,36,2018-01-01,0,3.65
1,36,2019-03-27,1,3.86
1,36,2019-10-30,0,5.37
1,36,2019-09-17,0,4.26
1,36,2020-04-18,0,3.87
1,36,2018-09-03,0,4.57
1,36,2018-08-05,0,3.88
1,36,2018-11-12,0,3.87
1,36,2018-10-11,1,3.96
1,37,2018-01-01,1,6.57
1,37,2019-10-04,1,4.21
1,37,2018-12-14,0,5.63
1,37,2019-06-14,0,6.31
1,38,2018-01-01,0,5.58
1,38,2019-11-27,0,6.03
1,38,2019-03-06,0,5.02
1,38,2020-04-21,0,5.72
1,38,2019-07-25,0,4.17
1,38,2019-08-16,0,5.09
1,38,2020-01-03,1,5.2
1,38,2019-05-13,0,5.66
1,38,2018-05-04,0,5.16
1,39,2018-01-01,0,7.08
1,39,2019-05-22,1,6.03
1,39,2018-09-23,1,6.41
1,39,2018-12-17,0,7.74
1,39,2019-07-10,0,6.78
1,39,2018-10-22,0,5.37
1,39,2018-02-10,1,5.71
1,40,2018-01-01,1,5.28
1,40,2018-06-08,1,5.24
1,40,2020-02-26,1,5.86
1,40,2018-08-22,0,5.54
1,40,2019-12-09,0,6.43
1,40,2020-01-28,0,5.91
1,40,2019-09-19,0,5.19
1,40,2018-05-31,0,5.87
1,41,2018-01-01,1,6.77
1,41,2019-02-05,0,7.16
1,41,2019-04-19,1,7.73
1,41,2018-08-08,1,5.38
1,41,2019-02-06,1,6.12
1,41,2018-01-26,1,6.15
1,41,2019-09-07,0,6.29
1,42,2018-01-01,0,1.83
1,42,2019-02-02,0,1.66
1,42,2019-10-20,0,1.75
1,42,2019-02-11,0,1.89
1,42,2018-02-12,0,1.72
1,43,2018-01-01,0,1.52
1,43,2019-08-24,0,1.9
1,43,2018-06-17,0,1.84
1,43,2018-03-19,0,1.92
1,43,2018-05-27,0,1.97
1,43,2019-08-25,0,1.64
1,43,2018-05-14,1,1.71
1,43,2019-08-10,0,1.44
1,44,2018-01-01,0,12.55
1,44,2018-07-30,0,20.6
1,44,2019-02-17,0,19.05
1,44,2018-08-24,0,20.61
1,45,2018-01-01,0,17.61
1,45,2018-12-05,1,20.57
1,45,2019-04-22,0,18.82
1,45,2018-03-14,1,23.66
1,45,2020-01-04,0,22.05
1,45,2019-02-17,0,22.77
1,46,2018-01-01,0,11.03
1,46,2018-11-19,0,10.42
1,46,2018-05-06,0,10.35
1,46,2019-10-16,1,12.67
1,46,2019-08-26,0,11.5
1,46,2019-04-27,0,12.28
1,46,2020-04-21,0,8.91
1,46,2018-05-31,0,13.14
1,47,2018-01-01,0,22.05
1,47,2020-02-21,0,21.04
1,47,2018-03-27,0,22.83
1,47,2019-07-12,0,20.43
1,47,2018-11-29,0,24.15
1,48,2018-01-01,0,19.95
1,48,2019-06-24,0,23.28
1,48,2018-05-21,0,12.67
1,48,2020-03-08,0,21.78
1,48,2019-01-05,0,20.47
1,48,2018-10-03,0,19.54
1,48,2019-04-18,0,19.84
1,49,2018-01-01,0,10.03
1,49,2018-11-07,0,9.76
1,49,2019-01-01,0,10.75
1,49,2019-06-11,0,10.17
1,49,2018-12-10,0,10.01
1,49,2018-03-30,1,9.87
1,50,2018-01-01,0,12.65
1,50,2018-04-24,0,11.43
1,50,2018-05-24,0,12.15
1,50,2018-05-19,0,11.87
1,50,2019-03-22,0,10.82
1,51,2018-01-01,0,13.69
1,51,2018-09-28,0,15.67
1,51,2018-02-22,0,14.66
1,51,2019-06-25,0,18.22
1,51,2018-06-17,0,11.28
1,51,2019-07-05,0,12.77
1,51,2019-08-25,0,17.58
1,51,2019-09-22,0,14.3
1,51,2018-01-09,0,17.06
1,51,2019-06-03,0,16.45
1,52,2018-01-01,0,20.98
1,52,2020-03-16,1,20.28
1,52,2018-09-29,1,22.47
1,52,2019-12-24,0,18.04
1,52,2020-01-26,1,23.44
1,52,2020-02-08,0,22.81
1,52,2019-08-03,1,25.33
1,52,2020-01-17,1,23.97
1,52,2019-04-07,0,15.33
1,53,2018-01-01,0,22.44
1,53,2018-10-22,1,30.18
1,53,2019-12-28,0,33.2
1,53,2018-01-06,1,24.02
1,53,2018-03-24,0,32.87
1,53,2019-07-20,0,19.74
1,53,2019-05-05,0,22.97
1,54,2018-01-01,1,16.61
1,54,2018-01-09,0,15.12
1,54,2020-01-29,1,12.34
1,54,2020-03-27,0,9.03
1,54,2018-04-26,0,13.71
1,54,2019-06-05,0,9.35
1,55,2018-01-01,0,17.36
1,55,2018-07-10,0,18.2
1,55,2020-02-03,0,18.3
1,55,2019-07-24,0,18.89
1,55,2019-10-13,0,18.47
1,55,2019-03-27,1,19.37
1,56,2018-01-01,0,2.03
1,56,2019-07-08,0,2.01
1,56,2018-06-18,0,2.1
1,56,2018-02-08,0,1.95
1,56,2019-04-05,0,1.35
1,57,2018-01-01,1,2.32
1,57,2019-08-02,0,1.89
1,57,2020-04-07,0,2.18
1,57,2019-08-04,0,2.07
1,57,2018-10-15,0,2.72
1,57,2018-01-03,0,1.84
1,58,2018-01-01,0,2.36
1,58,2019-12-07,0,2.35
1,58,2018-08-05,1,2.34
1,58,2018-05-02,0,2.24
1,59,2018-01-01,0,2.98
1,59,2018-06-25,0,3.07
1,59,2018-07-13,0,2.43
1,59,2019-08-29,0,2.2
1,59,2019-05-29,0,2.79
1,59,2019-07-21,1,2.21
1,59,2018-07-23,0,2.49
1,60,2018-01-01,0,3.99
1,60,2018-02-09,0,4.2
1,60,2018-03-06,0,3.22
1,60,2018-10-18,0,3.79
1,60,2019-02-17,0,3.76
1,60,2019-01-17,0,3.71
1,60,2018-09-09,0,3.51
1,60,2018-08-19,0,4.11
1,61,2018-01-01,0,3.94
1,61,2018-09-24,0,3.83
1,61,2018-02-10,0,4.19
1,61,2019-05-03,0,4.12
1,61,2018-01-26,0,4.08
1,61,2019-04-15,0,4.06
1,61,2019-03-29,0,3.79
1,61,2020-04-22,0,4.41
1,61,2019-11-25,0,4.06
1,62,2018-01-01,1,4.03
1,62,2019-08-30,0,3.52
1,62,2018-01-27,1,3.62
1,62,2019-05-03,1,4.21
1,62,2019-08-18,0,4.7
1,62,2018-08-29,0,3.75
1,62,2018-09-16,1,3.87
1,62,2019-06-08,0,4.02
1,63,2018-01-01,0,3.53
1,63,2018-05-18,0,4.04
1,63,2019-10-09,0,3.85
1,63,2018-03-06,1,3.12
1,63,2018-03-15,0,3.81
1,63,2019-03-16,1,3.31
1,64,2018-01-01,0,1.25
1,64,2018-10-21,1,1.34
1,64,2018-10-01,0,1.02
1,64,2018-08-24,0,1.36
1,64,2018-07-04,1,1.4
1,65,2018-01-01,1,3.64
1,65,2018-05-12,0,3.69
1,65,2020-04-14,0,3.51
1,65,2020-02-02,0,3.67
1,65,2018-02-05,0,3.65
1,65,2019-03-11,0,3.8
1,65,2018-05-15,1,3.36
1,66,2018-01-01,0,2.49
1,66,2019-05-11,0,2.55
1,66,2018-03-17,0,2.49
1,66,2018-11-01,0,2.4
1,66,2019-04-25,0,2.55
1,66,2019-02-03,0,2.33
1,66,2019-05-10,0,2.19
1,66,2018-10-28,0,2.36
1,67,2018-01-01,0,2.45
1,67,2018-03-17,0,3.15
1,67,2020-04-17,0,2.53
1,67,2018-03-01,0,2.47
1,68,2018-01-01,0,2.55
1,68,2019-05-01,0,2.74
1,68,2018-07-18,0,2.3
1,68,2018-04-12,0,1.42
1,69,2018-01-01,0,2.85
1,69,2018-02-26,0,2.22
1,69,2018-08-13,1,2.96
1,69,2019-09-25,0,3.21
1,69,2019-03-10,0,3.26
1,70,2018-01-01,0,2.3
1,70,2019-03-31,0,2.91
1,70,2018-10-27,0,2.88
1,70,2018-03-05,0,2.91
1,70,2019-10-18,0,2.21
1,70,2018-10-07,0,2.28
1,71,2018-01-01,1,0.66
1,71,2019-02-18,0,0.67
1,71,2019-07-15,0,0.51
1,71,2018-06-27,0,0.63
1,71,2018-04-11,0,0.56
1,71,2019-01-10,1,0.71
1,71,2020-01-05,0,0.59
1,71,2018-01-11,0,0.66
1,72,2018-01-01,1,0.73
1,72,2020-02-10,0,1.01
1,72,2019-05-21,0,0.74
1,72,2019-08-15,0,0.58
1,72,2019-04-26,0,0.47
1,72,2018-02-03,0,0.84
1,72,2018-03-08,0,0.82
1,72,2019-06-26,1,0.7
1,72,2018-12-10,0,0.75
1,72,2019-10-04,1,0.6
1,73,2018-01-01,1,0.65
1,73,2020-02-02,0,0.56
1,73,2019-09-28,1,0.76
1,73,2019-04-20,1,0.6
1,73,2018-02-19,0,0.97
1,73,2018-04-10,0,0.66
1,73,2018-06-26,1,0.77
1,73,2019-10-06,0,0.76
1,73,2019-07-14,0,0.52
1,73,2020-03-13,0,0.6
1,74,2018-01-01,0,1.78
1,74,2019-09-30,1,1.48
1,74,2018-12-30,0,1.32
1,74,2019-09-11,1,1.95
1,74,2018-02-27,0,0.95
1,74,2019-12-31,0,0.69
1,75,2018-01-01,0,1.23
1,75,2018-08-11,0,0.45
1,75,2019-10-28,0,0.5
1,75,2018-06-15,0,0.49
1,75,2018-09-26,0,1.88
1,76,2018-01-01,0,1.33
1,76,2020-01-08,0,1.73
1,76,2018-08-06,0,1.85
1,76,2019-08-21,0,1.75
1,77,2018-01-01,0,1.77
1,77,2019-05-17,0,2.19
1,77,2018-11-26,0,2.25
1,77,2018-09-12,0,0.97
1,77,2020-01-26,0,1.77
1,77,2018-02-08,1,1.75
1,78,2018-01-01,0,2.91
1,78,2018-12-28,1,2.85
1,78,2020-01-02,0,2.7
1,78,2018-03-03,0,3.82
1,78,2020-03-17,0,2.85
1,78,2018-09-19,0,2.69
1,78,2018-03-08,1,1.76
1,78,2018-06-12,0,3.41
1,78,2019-04-23,0,3.07
1,79,2018-01-01,0,2.56
1,79,2019-10-07,0,2.13
1,79,2019-06-26,1,3.54
1,79,2018-03-09,1,3.21
1,79,2020-01-29,0,2.57
1,79,2020-01-12,0,3.88
1,79,2019-11-25,1,3.54
1,79,2018-04-11,0,1.89
1,79,2019-09-02,0,1.94
1,79,2020-02-10,0,2.78
1,80,2018-01-01,1,3.75
1,80,2019-12-30,0,3.35
1,80,2018-04-24,0,3.82
1,80,2018-02-11,0,4.29
1,80,2019-03-18,0,3.7
1,80,2019-05-09,0,3.84
1,81,2018-01-01,0,4.65
1,81,2019-01-06,0,3.11
1,81,2018-01-10,0,3.84
1,81,2018-09-02,0,5.08
1,81,2019-03-27,0,3.65
1,81,2018-08-12,0,4.31
1,81,2019-04-28,1,4.63
1,81,2018-08-11,0,4.34
1,82,2018-01-01,0,0.69
1,82,2020-04-07,0,0.58
1,82,2018-12-14,0,0.67
1,82,2020-03-19,0,1.2
1,82,2020-03-02,0,0.65
1,82,2018-11-26,0,1.11
1,82,2018-06-11,0,0.81
1,82,2019-10-18,0,0.89
1,82,2019-05-23,0,0.74
1,82,2018-01-25,0,0.78
1,83,2018-01-01,1,2.79
1,83,2019-09-11,0,2.59
1,83,2019-01-12,0,2.63
1,83,2019-10-27,0,3.2
1,83,2018-05-30,0,3.51
1,83,2019-05-12,0,3.57
1,83,2018-03-01,0,3.44
1,83,2018-05-20,1,2.56
1,83,2018-03-09,0,3.2
1,84,2018-01-01,0,1.31
1,84,2019-04-15,0,1.38
1,84,2020-02-18,0,1.12
1,84,2018-07-18,0,1.2
1,84,2018-01-10,0,1.45
1,84,2020-02-25,0,1.61
1,84,2019-06-03,0,1.2
1,84,2019-06-15,0,1.33
1,85,2018-01-01,0,2.17
1,85,2018-10-09,0,2.04
1,85,2018-03-17,0,2.15
1,85,2018-11-17,0,2.08
1,85,2020-01-21,0,2.26
1,85,2019-11-23,1,2.12
1,85,2018-09-15,0,2.1
1,85,2018-05-22,0,2.0
1,86,2018-01-01,0,6.03
1,86,2018-08-07,0,3.56
1,86,2018-12-09,0,6.81
1,86,2019-10-21,0,4.96
1,86,2018-03-27,0,4.85
1,86,2019-07-19,0,5.56
1,86,2018-04-17,0,3.93
1,87,2018-01-01,0,4.37
1,87,2018-01-28,1,5.37
1,87,2019-08-25,0,4.42
1,87,2019-01-02,0,3.97
1,87,2019-03-17,0,5.95
1,87,2019-09-27,1,3.81
1,88,2018-01-01,0,5.51
1,88,2018-03-06,0,5.38
1,88,2019-12-11,0,6.07
1,88,2019-01-07,0,4.91
1,88,2019-12-02,0,5.35
1,88,2018-12-28,0,6.91
1,88,2019-09-13,0,5.64
1,88,2018-11-18,1,7.2
1,89,2018-01-01,0,3.32
1,89,2018-06-10,0,3.93
1,89,2019-09-18,0,3.74
1,89,2018-03-27,0,3.1
1,89,2019-07-15,0,4.11
1,89,2020-02-01,0,4.22
1,89,2019-09-03,0,4.13
1,89,2019-05-05,0,4.37
1,90,2018-01-01,0,8.0
1,90,2019-12-25,0,8.74
1,90,2019-10-09,0,10.16
1,90,2019-10-18,1,9.62
1,91,2018-01-01,0,1.67
1,91,2018-04-05,0,1.59
1,91,2019-09-30,0,1.38
1,91,2019-09-24,0,1.86
1,91,2018-02-27,1,1.48
1,91,2018-01-12,0,1.46
1,91,2020-02-26,0,1.44
1,91,2020-02-14,0,1.36
1,91,2020-03-28,0,1.43
1,92,2018-01-01,0,3.33
1,92,2018-07-23,0,3.15
1,92,2020-04-28,1,2.78
1,92,2018-01-09,0,2.01
1,92,2019-11-18,1,2.37
1,92,2020-02-28,0,2.7
1,92,2019-08-05,0,2.88
1,93,2018-01-01,0,1.5
1,93,2018-08-21,0,4.72
1,93,2019-12-12,0,4.25
1,93,2020-02-24,0,1.63
1,93,2019-04-08,0,1.81
1,93,2019-03-11,0,2.93
1,93,2019-10-11,0,1.98
1,94,2018-01-01,0,3.09
1,94,2019-12-19,1,2.85
1,94,2018-06-29,0,2.66
1,94,2020-03-07,0,2.41
1,94,2018-01-21,0,2.46
1,94,2018-12-03,1,2.66
1,94,2020-03-20,0,2.47
1,94,2019-07-02,1,2.81
1,94,2018-03-22,0,3.01
1,94,2019-02-02,0,2.87
1,95,2018-01-01,0,3.48
1,95,2019-03-03,0,3.79
1,95,2019-09-16,0,4.28
1,95,2018-04-15,1,4.07
1,95,2018-10-14,0,3.92
1,95,2020-04-05,0,4.41
1,95,2018-01-05,0,3.47
1,96,2018-01-01,1,5.68
1,96,2018-05-31,0,8.76
1,96,2018-05-28,0,5.19
1,96,2019-08-26,1,5.37
1,96,2018-06-28,0,7.03
1,96,2019-10-29,0,5.8
1,96,2019-04-12,1,7.97
1,96,2018-07-05,0,5.39
1,96,2018-11-09,0,8.69
1,97,2018-01-01,0,5.13
1,97,2019-09-10,0,4.85
1,97,2019-01-13,0,5.49
1,97,2018-07-15,0,5.47
1,97,2020-01-22,0,5.41
1,98,2018-01-01,0,6.08
1,98,2019-01-02,0,5.51
1,98,2019-09-02,0,5.61
1,98,2018-09-22,0,6.62
1,98,2018-06-22,0,4.68
1,98,2019-08-20,0,6.12
1,98,2018-09-12,0,5.93
1,98,2019-05-11,0,6.58
1,99,2018-01-01,0,3.98
1,99,2019-06-18,1,4.57
1,99,2019-12-02,0,3.57
1,99,2018-08-02,0,3.56
1,99,2019-07-02,0,4.7
1,99,2018-10-06,0,3.65
1,99,2018-02-24,0,4.28
1,100,2018-01-01,0,3.45
1,100,2018-09-11,0,3.18
1,100,2018-06-15,0,3.53
1,100,2018-08-10,0,3.07
1,100,2018-10-01,0,3.42
1,100,2018-05-16,1,5.13
1,100,2018-02-23,0,2.78
1,101,2018-01-01,0,1.24
1,101,2018-04-09,0,0.79
1,101,2019-06-16,0,1.06
1,101,2018-02-24,0,1.28
1,102,2018-01-01,0,2.19
1,102,2018-04-27,0,1.82
1,102,2018-11-03,0,2.44
1,102,2020-03-09,0,2.12
1,103,2018-01-01,1,5.07
1,103,2018-12-07,0,4.21
1,103,2019-06-04,0,3.15
1,103,2019-05-08,0,3.89
1,104,2018-01-01,0,1.57
1,104,2018-02-25,0,1.91
1,104,2019-08-05,1,1.78
1,104,2019-07-14,0,1.29
1,104,2019-03-23,1,2.18
1,105,2018-01-01,0,0.88
1,105,2019-04-03,0,1.32
1,105,2020-01-29,0,0.97
1,105,2020-02-28,0,1.08
1,105,2018-12-17,1,1.05
1,105,2019-11-14,1,0.79
1,105,2020-04-13,0,1.06
1,105,2019-08-01,0,1.18
1,106,2018-01-01,0,2.9
1,106,2019-03-02,0,2.45
1,106,2019-05-17,0,2.7
1,106,2019-02-24,0,2.14
1,107,2018-01-01,0,8.76
1,107,2019-01-15,0,6.35
1,107,2020-03-17,1,10.75
1,107,2019-10-28,0,7.37
1,107,2018-08-06,1,14.04
1,107,2019-09-12,0,10.95
1,107,2019-09-13,1,11.49
1,107,2019-06-21,0,11.98
1,107,2019-03-24,0,7.49
1,107,2019-01-16,0,7.83
1,108,2018-01-01,0,2.34
1,108,2019-07-23,0,2.57
1,108,2018-06-13,0,2.56
1,108,2019-12-18,0,0.91
1,108,2018-09-06,0,2.64
1,108,2019-09-14,0,1.62
1,108,2018-06-20,0,2.18
1,108,2019-12-31,1,2.12
1,108,2020-03-31,0,2.49
1,109,2018-01-01,0,1.7
1,109,2020-01-02,0,3.05
1,109,2018-11-16,0,2.03
1,109,2020-01-22,0,1.9
1,109,2018-10-12,1,3.48
1,109,2019-05-14,1,4.54
1,109,2019-10-24,1,4.13
1,109,2020-04-18,0,3.36
1,109,2019-12-14,0,2.99
1,110,2018-01-01,0,5.67
1,110,2018-02-13,0,5.11
1,110,2019-10-31,1,5.25
1,110,2019-10-20,0,5.62
1,110,2019-07-22,0,5.12
1,110,2018-12-08,1,5.45
1,110,2019-02-28,0,5.71
1,110,2018-03-30,1,5.17
1,111,2018-01-01,0,1.35
1,111,2018-12-15,1,1.43
1,111,2019-11-29,0,0.88
1,111,2018-11-07,0,0.8
1,111,2018-04-13,0,1.39
1,111,2019-01-20,1,0.82
1,112,2018-01-01,1,1.67
1,112,2020-02-19,0,1.56
1,112,2020-02-05,1,1.68
1,112,2019-05-18,0,1.71
1,112,2018-02-01,0,1.57
1,112,2019-01-02,0,1.63
1,112,2018-04-20,0,1.89
1,113,2018-01-01,0,6.33
1,113,2020-02-07,0,6.22
1,113,2019-07-12,0,5.75
1,113,2019-05-16,0,6.4
1,113,2018-10-25,0,4.44
1,114,2018-01-01,0,1.64
1,114,2019-09-02,0,1.68
1,114,2020-02-10,0,1.31
1,114,2018-10-29,0,1.42
1,114,2020-01-31,1,1.74
1,114,2020-03-07,1,1.83
1,114,2020-01-29,0,1.53
1,114,2018-03-17,0,1.86
1,115,2018-01-01,0,4.01
1,115,2018-09-07,1,4.04
1,115,2020-02-28,1,4.04
1,115,2019-10-26,1,2.65
1,115,2019-11-15,0,3.88
1,115,2018-10-28,1,4.92
1,115,2018-09-24,0,3.34
1,115,2018-06-01,0,2.74
1,115,2018-09-16,1,3.1
1,115,2018-07-26,0,2.31
1,116,2018-01-01,0,1.08
1,116,2019-11-27,1,1.11
1,116,2018-04-28,0,1.15
1,116,2018-07-27,0,1.5
1,116,2018-12-23,0,1.12
1,116,2019-01-15,1,1.55
1,116,2019-05-07,0,1.44
1,117,2018-01-01,0,5.29
1,117,2018-05-21,0,6.58
1,117,2018-01-15,0,3.54
1,117,2018-03-23,0,4.8
1,117,2019-11-15,0,5.78
1,117,2018-09-09,0,4.56
1,117,2018-05-28,0,4.31
1,117,2020-01-25,1,7.6
1,117,2018-05-25,0,3.98
1,118,2018-01-01,0,4.01
1,118,2018-10-21,1,3.61
1,118,2018-03-29,1,3.1
1,118,2018-03-17,0,3.67
1,118,2019-09-28,0,3.95
1,118,2019-09-04,0,4.41
1,118,2019-10-23,0,3.68
1,119,2018-01-01,0,1.21
